Date,Close
2018/11/21,4666.60 
2018/11/20,4600.10 
2018/11/19,4938.10 
2018/11/18,5659.40 
2018/11/17,5626.70 
2018/11/16,5660.50 
2018/11/15,5753.40 
2018/11/14,5884.60 
2018/11/13,6464.40 
2018/11/12,6446.90 
2018/11/11,6450.00 
2018/11/10,6431.10 
2018/11/9,6420.20 
2018/11/8,6479.60 
2018/11/7,6572.70 
2018/11/6,6515.20 
2018/11/5,6470.10 
2018/11/4,6485.20 
2018/11/3,6387.88 
2018/11/2,6426.90 
2018/11/1,6399.70 
2018/10/31,6368.39 
2018/10/30,6330.10 
2018/10/29,6344.00 
2018/10/28,6490.10 
2018/10/27,6500.20 
2018/10/26,6531.50 
2018/10/25,6528.10 
2018/10/24,6554.10 
2018/10/23,6550.00 
2018/10/22,6567.22 
2018/10/21,6591.60 
2018/10/20,6586.70 
2018/10/19,6527.30 
2018/10/18,6613.00 
2018/10/17,6737.10 
2018/10/16,6754.10 
2018/10/15,6742.00 
2018/10/14,6335.20 
2018/10/13,6326.50 
2018/10/12,6293.20 
2018/10/11,6252.00 
2018/10/10,6630.20 
2018/10/9,6663.00 
2018/10/8,6673.20 
2018/10/7,6601.00 
2018/10/6,6592.00 
2018/10/5,6644.70 
2018/10/4,6580.08 
2018/10/3,6503.20 
2018/10/2,6533.30 
2018/10/1,6601.90 
2018/9/30,6618.10 
2018/9/29,6604.60 
2018/9/28,6635.10 
2018/9/27,6692.50 
2018/9/26,6462.39 
2018/9/25,6434.70 
2018/9/24,6585.00 
2018/9/23,6710.00 
2018/9/22,6723.00 
2018/9/21,6762.70 
2018/9/20,6500.49 
2018/9/19,6390.90 
2018/9/18,6342.76 
2018/9/17,6254.20 
2018/9/16,6498.50 
2018/9/15,6513.60 
2018/9/14,6485.00 
2018/9/13,6475.60 
2018/9/12,6332.00 
2018/9/11,6290.80 
2018/9/10,6308.00 
2018/9/9,6239.90 
2018/9/8,6185.00 
2018/9/7,6404.10 
2018/9/6,6515.60 
2018/9/5,6710.50 
2018/9/4,7358.90 
2018/9/3,7268.00 
2018/9/2,7290.40 
2018/9/1,7197.47 
2018/8/31,7025.90 
2018/8/30,6994.70 
2018/8/29,7045.70 
2018/8/28,7079.70 
2018/8/27,6909.50 
2018/8/26,6708.43 
2018/8/25,6732.90 
2018/8/24,6695.90 
2018/8/23,6527.20 
2018/8/22,6354.90 
2018/8/21,6479.10 
2018/8/20,6255.90 
2018/8/19,6485.13 
2018/8/18,6391.20 
2018/8/17,6583.30 
2018/8/16,6314.00 
2018/8/15,6270.10 
2018/8/14,6189.00 
2018/8/13,6251.90 
2018/8/12,6313.90 
2018/8/11,6232.70 
2018/8/10,6146.80 
2018/8/9,6529.10 
2018/8/8,6279.20 
2018/8/7,6720.50 
2018/8/6,6941.30 
2018/8/5,7025.80 
2018/8/4,7013.22 
2018/8/3,7420.00 
2018/8/2,7535.20 
2018/8/1,7608.80 
2018/7/31,7730.60 
2018/7/30,8179.60 
2018/7/29,8221.00 
2018/7/28,8246.40 
2018/7/27,8185.70 
2018/7/26,7939.00 
2018/7/25,8176.00 
2018/7/24,8394.50 
2018/7/23,7719.80 
2018/7/22,7400.50 
2018/7/21,7403.30 
2018/7/20,7333.10 
2018/7/19,7473.50 
2018/7/18,7379.40 
2018/7/17,7319.80 
2018/7/16,6729.20 
2018/7/15,6347.20 
2018/7/14,6250.10 
2018/7/13,6220.00 
2018/7/12,6249.00 
2018/7/11,6377.80 
2018/7/10,6301.50 
2018/7/9,6666.70 
2018/7/8,6707.00 
2018/7/7,6761.70 
2018/7/6,6602.10 
2018/7/5,6540.20 
2018/7/4,6590.00 
2018/7/3,6500.00 
2018/7/2,6581.30 
2018/7/1,6349.70 
2018/6/30,6391.50 
2018/6/29,6208.10 
2018/6/28,5850.00 
2018/6/27,6133.09 
2018/6/26,6078.50 
2018/6/25,6246.60 
2018/6/24,6148.04 
2018/6/23,6152.00 
2018/6/22,6042.60 
2018/6/21,6713.50 
2018/6/20,6760.40 
2018/6/19,6737.50 
2018/6/18,6709.20 
2018/6/17,6435.70 
2018/6/16,6485.90 
2018/6/15,6385.00 
2018/6/14,6633.70 
2018/6/13,6295.20 
2018/6/12,6543.90 
2018/6/11,6873.30 
2018/6/10,6757.30 
2018/6/9,7498.60 
2018/6/8,7615.10 
2018/6/7,7688.90 
2018/6/6,7654.00 
2018/6/5,7621.70 
2018/6/4,7488.30 
2018/6/3,7718.02 
2018/6/2,7638.10 
2018/6/1,7521.00 
2018/5/31,7485.80 
2018/5/30,7375.12 
2018/5/29,7460.00 
2018/5/28,7097.90 
2018/5/27,7339.70 
2018/5/26,7330.30 
2018/5/25,7458.00 
2018/5/24,7576.70 
2018/5/23,7494.80 
2018/5/22,7977.30 
2018/5/21,8393.40 
2018/5/20,8523.70 
2018/5/19,8232.30 
2018/5/18,8239.00 
2018/5/17,8051.80 
2018/5/16,8336.10 
2018/5/15,8467.50 
2018/5/14,8670.80 
2018/5/13,8683.60 
2018/5/12,8462.70 
2018/5/11,8412.40 
2018/5/10,9018.70 
2018/5/9,9318.20 
2018/5/8,9184.70 
2018/5/7,9370.00 
2018/5/6,9658.70 
2018/5/5,9859.60 
2018/5/4,9702.80 
2018/5/3,9762.10 
2018/5/2,9236.40 
2018/5/1,9067.00 
2018/4/30,9240.00 
2018/4/29,9398.60 
2018/4/28,9345.30 
2018/4/27,8920.10 
2018/4/26,9279.30 
2018/4/25,8878.40 
2018/4/24,9644.40 
2018/4/23,8940.00 
2018/4/22,8800.00 
2018/4/21,8919.10 
2018/4/20,8866.10 
2018/4/19,8272.80 
2018/4/18,8166.30 
2018/4/17,7889.90 
2018/4/16,8056.20 
2018/4/15,8354.10 
2018/4/14,8002.90 
2018/4/13,7885.80 
2018/4/12,7912.00 
2018/4/11,6943.10 
2018/4/10,6839.30 
2018/4/9,6764.60 
2018/4/8,7023.90 
2018/4/7,6892.60 
2018/4/6,6610.20 
2018/4/5,6765.00 
2018/4/4,6785.90 
2018/4/3,7405.60 
2018/4/2,7052.70 
2018/4/1,6810.00 
2018/3/31,6925.30 
2018/3/30,6840.40 
2018/3/29,7094.00 
2018/3/28,7936.10 
2018/3/27,7784.50 
2018/3/26,8119.10 
2018/3/25,8445.10 
2018/3/24,8535.00 
2018/3/23,8908.00 
2018/3/22,8706.44 
2018/3/21,8900.10 
2018/3/20,8899.70 
2018/3/19,8600.10 
2018/3/18,8200.20 
2018/3/17,7851.00 
2018/3/16,8251.00 
2018/3/15,8252.90 
2018/3/14,8186.60 
2018/3/13,9135.00 
2018/3/12,9121.00 
2018/3/11,9528.00 
2018/3/10,8762.00 
2018/3/9,9217.00 
2018/3/8,9300.00 
2018/3/7,9902.90 
2018/3/6,10720.00 
2018/3/5,11416.00 
2018/3/4,11501.00 
2018/3/3,11440.00 
2018/3/2,11025.00 
2018/3/1,10925.00 
2018/2/28,10315.00 
2018/2/27,10569.00 
2018/2/26,10321.00 
2018/2/25,9557.40 
2018/2/24,9666.30 
2018/2/23,10145.00 
2018/2/22,9830.00 
2018/2/21,10455.00 
2018/2/20,11218.00 
2018/2/19,11173.00 
2018/2/18,10372.00 
2018/2/17,11053.46 
2018/2/16,10162.00 
2018/2/15,9996.90 
2018/2/14,9455.40 
2018/2/13,8515.90 
2018/2/12,8900.60 
2018/2/11,8069.00 
2018/2/10,8563.10 
2018/2/9,8683.20 
2018/2/8,8235.10 
2018/2/7,7587.00 
2018/2/6,7673.80 
2018/2/5,6949.90 
2018/2/4,8200.00 
2018/2/3,9219.40 
2018/2/2,8895.80 
2018/2/1,9181.10 
2018/1/31,10284.00 
2018/1/30,10175.00 
2018/1/29,11212.00 
2018/1/28,11839.00 
2018/1/27,11461.00 
2018/1/26,11070.00 
2018/1/25,11146.00 
2018/1/24,11414.00 
2018/1/23,10819.00 
2018/1/22,10771.00 
2018/1/21,11514.00 
2018/1/20,12728.00 
2018/1/19,11476.00 
2018/1/18,11045.00 
2018/1/17,11082.00 
2018/1/16,11072.00 
2018/1/15,13575.00 
2018/1/14,13558.00 
2018/1/13,14191.00 
2018/1/12,13783.00 
2018/1/11,13266.00 
2018/1/10,14896.00 
2018/1/9,14423.00 
2018/1/8,14930.00 
2018/1/7,16196.00 
2018/1/6,17161.00 
2018/1/5,16917.00 
2018/1/4,15160.00 
2018/1/3,15155.00 
2018/1/2,14709.82 
2018/1/1,13354.00 
2017/12/31,13800.00 
2017/12/30,12377.00 
2017/12/29,14317.00 
2017/12/28,14315.00 
2017/12/27,15374.00 
2017/12/26,15679.00 
2017/12/25,13623.00 
2017/12/24,13476.00 
2017/12/23,14035.00 
2017/12/22,13170.00 
2017/12/21,15666.83 
2017/12/20,16425.00 
2017/12/19,17345.00 
2017/12/18,18934.00 
2017/12/17,18971.00 
2017/12/16,19187.00 
2017/12/15,17522.00 
2017/12/14,16383.00 
2017/12/13,16181.00 
2017/12/12,16967.00 
2017/12/11,16754.00 
2017/12/10,14997.00 
2017/12/9,14660.00 
2017/12/8,15869.00 
2017/12/7,16601.00 
2017/12/6,13527.00 
2017/12/5,11595.00 
2017/12/4,11595.00 
2017/12/3,11157.00 
2017/12/2,10881.00 
2017/12/1,10869.00 
2017/11/30,9907.00 
2017/11/29,9749.40 
2017/11/28,9898.00 
2017/11/27,9728.80 
2017/11/26,9316.00 
2017/11/25,8766.20 
2017/11/24,8191.60 
2017/11/23,7977.10 
2017/11/22,8230.10 
2017/11/21,8097.30 
2017/11/20,8245.10 
2017/11/19,8054.20 
2017/11/18,7773.30 
2017/11/17,7677.90 
2017/11/16,7864.20 
2017/11/15,7278.30 
2017/11/14,6579.20 
2017/11/13,6474.60 
2017/11/12,5822.10 
2017/11/11,6300.70 
2017/11/10,6542.20 
2017/11/9,7126.20 
2017/11/8,7442.40 
2017/11/7,7103.30 
2017/11/6,6955.00 
2017/11/5,7382.00 
2017/11/4,7369.00 
2017/11/3,7278.40 
2017/11/2,7019.90 
2017/11/1,6727.30 
2017/10/31,6458.30 
2017/10/30,6125.30 
2017/10/29,6156.00 
2017/10/28,5720.60 
2017/10/27,5759.60 
2017/10/26,5890.00 
2017/10/25,5720.00 
2017/10/24,5509.50 
2017/10/23,5906.90 
2017/10/22,5980.50 
2017/10/21,6005.10 
2017/10/20,5984.50 
2017/10/19,5694.00 
2017/10/18,5565.00 
2017/10/17,5597.10 
2017/10/16,5764.40 
2017/10/15,5698.60 
2017/10/14,5835.00 
2017/10/13,5636.80 
2017/10/12,5428.50 
2017/10/11,4824.90 
2017/10/10,4777.00 
2017/10/9,4782.30 
2017/10/8,4613.10 
2017/10/7,4436.00 
2017/10/6,4371.00 
2017/10/5,4315.40 
2017/10/4,4215.10 
2017/10/3,4311.10 
2017/10/2,4400.10 
2017/10/1,4404.30 
2017/9/30,4367.00 
2017/9/29,4169.90 
2017/9/28,4190.00 
2017/9/27,4205.40 
2017/9/26,3879.10 
2017/9/25,3930.00 
2017/9/24,3652.80 
2017/9/23,3779.60 
2017/9/22,3598.50 
2017/9/21,3603.40 
2017/9/20,3873.20 
2017/9/19,3900.00 
2017/9/18,4084.10 
2017/9/17,3666.30 
2017/9/16,3685.40 
2017/9/15,3698.00 
2017/9/14,3238.10 
2017/9/13,3849.70 
2017/9/12,4142.90 
2017/9/11,4203.00 
2017/9/10,4232.10 
2017/9/9,4317.90 
2017/9/8,4305.80 
2017/9/7,4613.50 
2017/9/6,4589.10 
2017/9/5,4374.90 
2017/9/4,4200.40 
2017/9/3,4595.00 
2017/9/2,4534.40 
2017/9/1,4904.90 
2017/8/31,4718.20 
2017/8/30,4569.00 
2017/8/29,4587.10 
2017/8/28,4383.80 
2017/8/27,4331.80 
2017/8/26,4341.70 
2017/8/25,4351.50 
2017/8/24,4325.20 
2017/8/23,4129.10 
2017/8/22,4074.00 
2017/8/21,4002.50 
2017/8/20,4064.30 
2017/8/19,4145.10 
2017/8/18,4090.20 
2017/8/17,4260.00 
2017/8/16,4386.30 
2017/8/15,4151.90 
2017/8/14,4319.50 
2017/8/13,4053.30 
2017/8/12,3865.50 
2017/8/11,3644.10 
2017/8/10,3407.90 
2017/8/9,3339.90 
2017/8/8,3415.00 
2017/8/7,3396.70 
2017/8/6,3227.90 
2017/8/5,3256.40 
2017/8/4,2860.00 
2017/8/3,2790.30 
2017/8/2,2702.00 
2017/8/1,2731.20 
2017/7/31,2856.00 
2017/7/30,2749.00 
2017/7/29,2714.10 
2017/7/28,2784.80 
2017/7/27,2664.90 
2017/7/26,2525.70 
2017/7/25,2560.90 
2017/7/24,2769.70 
2017/7/23,2747.50 
2017/7/22,2845.70 
2017/7/21,2664.00 
2017/7/20,2856.30 
2017/7/19,2253.10 
2017/7/18,2302.10 
2017/7/17,2219.00 
2017/7/16,1924.90 
2017/7/15,1978.60 
2017/7/14,2205.10 
2017/7/13,2329.00 
2017/7/12,2374.40 
2017/7/11,2282.10 
2017/7/10,2318.30 
2017/7/9,2478.00 
2017/7/8,2542.00 
2017/7/7,2479.30 
2017/7/6,2593.10 
2017/7/5,2598.50 
2017/7/4,2582.60 
2017/7/3,2524.00 
2017/7/2,2445.00 
2017/7/1,2349.50 
2017/6/30,2420.70 
2017/6/29,2470.10 
2017/6/28,2518.20 
2017/6/27,2521.20 
2017/6/26,2394.60 
2017/6/25,2477.70 
2017/6/24,2502.60 
2017/6/23,2674.90 
2017/6/22,2672.80 
2017/6/21,2621.20 
2017/6/20,2712.20 
2017/6/19,2580.80 
2017/6/18,2491.50 
2017/6/17,2610.00 
2017/6/16,2437.00 
2017/6/15,2377.40 
2017/6/14,2395.04 
2017/6/13,2676.40 
2017/6/12,2571.80 
2017/6/11,2936.30 
2017/6/10,2806.00 
2017/6/9,2809.00 
2017/6/8,2782.10 
2017/6/7,2642.63 
2017/6/6,2843.60 
2017/6/5,2636.20 
2017/6/4,2488.20 
2017/6/3,2461.00 
2017/6/2,2405.88 
2017/6/1,2311.60 
2017/5/31,2191.83 
2017/5/30,2146.70 
2017/5/29,2207.40 
2017/5/28,2056.60 
2017/5/27,1972.30 
2017/5/26,2127.30 
2017/5/25,2252.00 
2017/5/24,2394.80 
2017/5/23,2249.30 
2017/5/22,2085.50 
2017/5/21,2029.20 
2017/5/20,2059.70 
2017/5/19,1966.50 
2017/5/18,1941.50 
2017/5/17,1870.00 
2017/5/16,1785.70 
2017/5/15,1772.50 
2017/5/14,1828.10 
2017/5/13,1820.40 
2017/5/12,1735.00 
2017/5/11,1853.90 
2017/5/10,1796.80 
2017/5/9,1760.00 
2017/5/8,1703.20 
2017/5/7,1619.90 
2017/5/6,1597.10 
2017/5/5,1545.10 
2017/5/4,1607.10 
2017/5/3,1617.80 
2017/5/2,1560.00 
2017/5/1,1533.10 
2017/4/30,1435.20 
2017/4/29,1423.60 
2017/4/28,1415.60 
2017/4/27,1440.30 
2017/4/26,1399.30 
2017/4/25,1370.30 
2017/4/24,1345.00 
2017/4/23,1355.20 
2017/4/22,1347.50 
2017/4/21,1325.60 
2017/4/20,1308.40 
2017/4/19,1260.50 
2017/4/18,1265.40 
2017/4/17,1240.00 
2017/4/16,1212.00 
2017/4/15,1193.30 
2017/4/14,1206.80 
2017/4/13,1187.00 
2017/4/12,1227.40 
2017/4/11,1235.60 
2017/4/10,1220.30 
2017/4/9,1215.90 
2017/4/8,1188.10 
2017/4/7,1196.60 
2017/4/6,1191.50 
2017/4/5,1140.60 
2017/4/4,1145.00 
